sale.date,sales.rep,rep.sex,rep.region,rep.feedback,wine,type,cost,unit.price,units.sold,income,expenses,year
3/28/2011,Tori Hastie,0,South,6,Shiraz,red,6.051,20.05,11,220.55,9.2435,2011
3/29/2011,Dannette Saltsman,0,Central,7,Chardonnay,white,3.15,10.07,9,90.63,5.99,2011
3/29/2011,Lolita Wass,0,Central,5,Cabernet Sauvignon,red,3.624,11.65,8,93.2,5.5,2011
3/29/2011,Clement Arias,1,North,7,Merlot,red,2.229,8.38,14,117.32,4.49,2011
3/29/2011,Jewel Copas,1,South,5,Chardonnay,white,3.15,10.38,12,124.56,4.788,2011
3/29/2011,Bianca Suchan,0,West,5,Merlot,red,2.229,7.43,9,66.87,3.6414,2011
3/29/2011,Vicki Kilkenny,0,West,6,Cabernet Sauvignon,red,3.624,12.08,12,144.96,6.5688,2011
3/30/2011,Karry Noell,0,East,4,Merlot,red,2.229,7.43,38,282.34,6.489,2011
3/30/2011,Mamie Fullington,0,South,5,Shiraz,red,6.051,20.05,20,401,10.431,2011
3/30/2011,Tori Hastie,0,South,5,Chardonnay,white,3.15,10.38,12,124.56,5.624,2011
3/31/2011,Lolita Wass,0,Central,5,Pinot Gris,white,3.741,12.04,33,397.32,8.43,2011
3/31/2011,Nilda Hypolite,0,Central,6,Pinot Gris,white,3.741,12.04,35,421.4,8.5,2011
3/31/2011,Ben Gerry,1,East,9,Chardonnay,white,3.15,10.5,22,231,6.552,2011
3/31/2011,Shameka Mertes,0,North,7,Merlot,red,2.229,8.38,22,184.36,5.3,2011
4/1/2011,Nilda Hypolite,0,Central,6,Cabernet Sauvignon,red,3.624,11.65,26,302.9,8,2011
4/1/2011,Aiko Hamsher,0,East,6,Chardonnay,white,3.15,10.5,14,147,6.3105,2011
4/1/2011,Ben Gerry,1,East,4,Riesling,white,2.097,6.99,18,125.82,5.0715,2011
4/1/2011,Clement Arias,1,North,6,Cabernet Sauvignon,red,3.624,13.03,22,286.66,7.87,2011
4/1/2011,Clement Arias,1,North,6,Chardonnay,white,3.15,11.45,14,160.3,6.29,2011
4/1/2011,Shameka Mertes,0,North,6,Shiraz,red,6.051,21.12,38,802.56,11.72,2011
4/1/2011,Yolando Galicia,0,North,7,Pinot Gris,white,3.741,13.42,23,308.66,7.92,2011
4/1/2011,Deloras Mcfetridge,0,West,5,Merlot,red,2.229,7.43,10,74.3,4.2024,2011
4/1/2011,Lesia Belt,0,West,5,Riesling,white,2.097,6.99,15,104.85,4.0698,2011
4/2/2011,Dannette Saltsman,0,Central,6,Chardonnay,white,3.15,10.07,13,130.91,6.24,2011
4/2/2011,Aiko Hamsher,0,East,6,Chardonnay,white,3.15,10.5,8,84,4.9665,2011
4/2/2011,Karry Noell,0,East,4,Merlot,red,2.229,7.43,18,133.74,4.4625,2011
4/2/2011,Clement Arias,1,North,4,Merlot,red,2.229,8.38,23,192.74,5.67,2011
4/2/2011,Tori Hastie,0,South,5,Merlot,red,2.229,7.31,20,146.2,4.7785,2011
4/2/2011,Deloras Mcfetridge,0,West,7,Merlot,red,2.229,7.43,16,118.88,4.5492,2011
4/2/2011,Lesia Belt,0,West,6,Chardonnay,white,3.15,10.5,14,147,6.2832,2011
4/2/2011,Lesia Belt,0,West,5,Riesling,white,2.097,6.99,9,62.91,4.1412,2011
4/3/2011,Virgilio Mcelligott,1,Central,6,Merlot,red,2.229,7,14,98,4.95,2011
4/3/2011,Virgilio Mcelligott,1,Central,6,Pinot Gris,white,3.741,12.04,19,228.76,7.51,2011
4/3/2011,Virgilio Mcelligott,1,Central,6,Pinot Gris,white,3.741,12.04,15,180.6,5.97,2011
4/3/2011,Ben Gerry,1,East,6,Chardonnay,white,3.15,10.5,17,178.5,5.9955,2011
4/3/2011,Karry Noell,0,East,5,Chardonnay,white,3.15,10.5,9,94.5,5.376,2011
4/3/2011,Clement Arias,1,North,6,Merlot,red,2.229,8.38,19,159.22,4.92,2011
4/3/2011,Tori Hastie,0,South,6,Merlot,red,2.229,7.31,10,73.1,4.1705,2011
4/4/2011,Dannette Saltsman,0,Central,6,Merlot,red,2.229,7,13,91,4.07,2011
4/4/2011,Virgilio Mcelligott,1,Central,6,Sauvignon Blanc,white,2.697,8.56,7,59.92,4.45,2011
4/4/2011,Mamie Fullington,0,South,7,Merlot,red,2.229,7.31,23,168.13,4.4935,2011
4/4/2011,Tori Hastie,0,South,5,Pinot Gris,white,3.741,12.35,11,135.85,5.0065,2011
4/5/2011,Virgilio Mcelligott,1,Central,6,Cabernet Sauvignon,red,3.624,11.65,11,128.15,6.04,2011
4/5/2011,Aiko Hamsher,0,East,5,Cabernet Sauvignon,red,3.624,12.08,16,193.28,7.4865,2011
4/5/2011,Ben Gerry,1,East,7,Sauvignon Blanc,white,2.697,8.99,17,152.83,5.4285,2011
4/5/2011,Kym Velarde,0,East,7,Merlot,red,2.229,7.43,14,104.02,4.7145,2011
4/5/2011,Deloras Mcfetridge,0,West,6,Merlot,red,2.229,7.43,22,163.46,5.5386,2011
4/5/2011,Deloras Mcfetridge,0,West,7,Merlot,red,2.229,7.43,22,163.46,5.763,2011
4/6/2011,Ben Gerry,1,East,8,Cabernet Sauvignon,red,3.624,12.08,22,265.76,6.993,2011
4/6/2011,Kym Velarde,0,East,7,Merlot,red,2.229,7.43,21,156.03,5.649,2011
4/6/2011,Jewel Copas,1,South,7,Chardonnay,white,3.15,10.38,12,124.56,6.1465,2011
4/6/2011,Lavera Mccallie,0,South,7,Merlot,red,2.229,7.31,13,95.03,4.5315,2011
4/6/2011,Lavera Mccallie,0,South,6,Pinot Gris,white,3.741,12.35,9,111.15,5.5765,2011
4/6/2011,Deloras Mcfetridge,0,West,5,Riesling,white,2.097,6.99,9,62.91,3.8658,2011
4/7/2011,Dannette Saltsman,0,Central,5,Merlot,red,2.229,7,11,77,4.21,2011
4/7/2011,Aiko Hamsher,0,East,6,Chardonnay,white,3.15,10.5,8,84,5.817,2011
4/7/2011,Aiko Hamsher,0,East,8,Merlot,red,2.229,7.43,19,141.17,5.7015,2011
4/7/2011,Karry Noell,0,East,6,Merlot,red,2.229,7.43,11,81.73,4.6725,2011
4/7/2011,Clement Arias,1,North,6,Merlot,red,2.229,8.38,21,175.98,5.2,2011
4/7/2011,Shameka Mertes,0,North,7,Chardonnay,white,3.15,11.45,19,217.55,7.1,2011
4/7/2011,Yolando Galicia,0,North,5,Riesling,white,2.097,7.94,11,87.34,4.04,2011
4/8/2011,Nilda Hypolite,0,Central,5,Merlot,red,2.229,7,13,91,4.54,2011
4/8/2011,Virgilio Mcelligott,1,Central,7,Chardonnay,white,3.15,10.07,17,171.19,5.33,2011
4/8/2011,Aiko Hamsher,0,East,7,Chardonnay,white,3.15,10.5,23,241.5,7.3815,2011
4/8/2011,Aiko Hamsher,0,East,6,Merlot,red,2.229,7.43,24,178.32,5.9745,2011
4/8/2011,Ben Gerry,1,East,7,Cabernet Sauvignon,red,3.624,12.08,19,229.52,7.875,2011
4/8/2011,Kym Velarde,0,East,5,Merlot,red,2.229,7.43,26,193.18,5.7645,2011
4/8/2011,Lavera Mccallie,0,South,5,Cabernet Sauvignon,red,3.624,11.96,26,310.96,7.125,2011
4/8/2011,Lavera Mccallie,0,South,8,Chardonnay,white,3.15,10.38,15,155.7,6.1655,2011
4/8/2011,Bianca Suchan,0,West,4,Chardonnay,white,3.15,10.5,24,252,7.0992,2011
4/8/2011,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,19,141.17,5.0898,2011
4/8/2011,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,12,89.16,4.182,2011
4/8/2011,Lesia Belt,0,West,8,Pinot Gris,white,3.741,12.47,12,149.64,6.9972,2011
4/9/2011,Ben Gerry,1,East,6,Chardonnay,white,3.15,10.5,19,199.5,6.762,2011
4/9/2011,Ben Gerry,1,East,7,Shiraz,red,6.051,20.17,26,524.42,11.256,2011
4/9/2011,Kym Velarde,0,East,7,Shiraz,red,6.051,20.17,9,181.53,10.584,2011
4/9/2011,Clement Arias,1,North,7,Merlot,red,2.229,8.38,19,159.22,5.39,2011
4/9/2011,Shameka Mertes,0,North,6,Cabernet Sauvignon,red,3.624,13.03,18,234.54,6.71,2011
4/9/2011,Mamie Fullington,0,South,8,Merlot,red,2.229,7.31,22,160.82,4.4175,2011
4/9/2011,Tori Hastie,0,South,4,Merlot,red,2.229,7.31,14,102.34,4.484,2011
4/9/2011,Bianca Suchan,0,West,8,Merlot,red,2.229,7.43,14,104.02,4.6614,2011
4/10/2011,Shameka Mertes,0,North,5,Merlot,red,2.229,8.38,17,142.46,4.99,2011
4/10/2011,Lavera Mccallie,0,South,5,Merlot,red,2.229,7.31,16,116.96,3.9805,2011
4/10/2011,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,16,118.88,5.5692,2011
4/11/2011,Dannette Saltsman,0,Central,8,Sauvignon Blanc,white,2.697,8.56,17,145.52,5.28,2011
4/11/2011,Nilda Hypolite,0,Central,5,Pinot Gris,white,3.741,12.04,16,192.64,7.3,2011
4/11/2011,Virgilio Mcelligott,1,Central,5,Chardonnay,white,3.15,10.07,8,80.56,5.26,2011
4/11/2011,Aiko Hamsher,0,East,8,Merlot,red,2.229,7.43,22,163.46,5.3655,2011
4/11/2011,Ben Gerry,1,East,6,Riesling,white,2.097,6.99,12,83.88,3.9585,2011
4/11/2011,Jewel Copas,1,South,4,Sauvignon Blanc,white,2.697,8.87,10,88.7,4.1515,2011
4/11/2011,Lavera Mccallie,0,South,6,Merlot,red,2.229,7.31,18,131.58,4.3985,2011
4/11/2011,Lavera Mccallie,0,South,7,Shiraz,red,6.051,20.05,14,280.7,11.2005,2011
4/11/2011,Deloras Mcfetridge,0,West,7,Cabernet Sauvignon,red,3.624,12.08,16,193.28,6.987,2011
4/12/2011,Dannette Saltsman,0,Central,6,Riesling,white,2.097,6.56,13,85.28,4.82,2011
4/12/2011,Nilda Hypolite,0,Central,4,Pinot Gris,white,3.741,12.04,20,240.8,7.63,2011
4/12/2011,Aiko Hamsher,0,East,5,Chardonnay,white,3.15,10.5,10,105,5.3655,2011
4/12/2011,Clement Arias,1,North,5,Merlot,red,2.229,8.38,10,83.8,4.3,2011
4/12/2011,Deloras Mcfetridge,0,West,5,Cabernet Sauvignon,red,3.624,12.08,14,169.12,6.8034,2011
4/13/2011,Aiko Hamsher,0,East,5,Riesling,white,2.097,6.99,22,153.78,4.4205,2011
4/13/2011,Karry Noell,0,East,7,Cabernet Sauvignon,red,3.624,12.08,12,144.96,5.7645,2011
4/13/2011,Karry Noell,0,East,5,Pinot Gris,white,3.741,12.47,10,124.7,5.7435,2011
4/13/2011,Tori Hastie,0,South,6,Merlot,red,2.229,7.31,25,182.75,5.206,2011
4/13/2011,Deloras Mcfetridge,0,West,6,Cabernet Sauvignon,red,3.624,12.08,12,144.96,6.6198,2011
4/13/2011,Lesia Belt,0,West,7,Merlot,red,2.229,7.43,17,126.31,5.4162,2011
4/14/2011,Virgilio Mcelligott,1,Central,6,Cabernet Sauvignon,red,3.624,11.65,15,174.75,7.69,2011
4/14/2011,Aiko Hamsher,0,East,8,Cabernet Sauvignon,red,3.624,12.08,11,132.88,5.481,2011
4/14/2011,Aiko Hamsher,0,East,5,Merlot,red,2.229,7.43,12,89.16,4.8405,2011
4/14/2011,Kym Velarde,0,East,6,Merlot,red,2.229,7.43,16,118.88,5.0925,2011
4/14/2011,Clement Arias,1,North,5,Merlot,red,2.229,8.38,26,217.88,5.25,2011
4/14/2011,Clement Arias,1,North,7,Pinot Gris,white,3.741,13.42,14,187.88,7.1,2011
4/14/2011,Eura Begay,0,North,6,Cabernet Sauvignon,red,3.624,13.03,8,104.24,6.52,2011
4/14/2011,Shameka Mertes,0,North,6,Sauvignon Blanc,white,2.697,9.94,24,238.56,5.49,2011
4/14/2011,Bianca Suchan,0,West,6,Merlot,red,2.229,7.43,29,215.47,5.9058,2011
4/15/2011,Eura Begay,0,North,6,Merlot,red,2.229,8.38,13,108.94,4.44,2011
4/15/2011,Jewel Copas,1,South,7,Merlot,red,2.229,7.31,12,87.72,4.066,2011
4/15/2011,Lavera Mccallie,0,South,6,Merlot,red,2.229,7.31,8,58.48,3.23,2011
4/15/2011,Tori Hastie,0,South,5,Pinot Gris,white,3.741,12.35,20,247,6.8305,2011
4/15/2011,Deloras Mcfetridge,0,West,6,Pinot Gris,white,3.741,12.47,6,74.82,6.6402,2011
4/15/2011,Lesia Belt,0,West,8,Chardonnay,white,3.15,10.5,11,115.5,6.4464,2011
4/16/2011,Dannette Saltsman,0,Central,3,Merlot,red,2.229,7,9,63,4.53,2011
4/16/2011,Eura Begay,0,North,9,Chardonnay,white,3.15,11.45,12,137.4,5.88,2011
4/16/2011,Tori Hastie,0,South,5,Cabernet Sauvignon,red,3.624,11.96,23,275.08,5.966,2011
4/17/2011,Nilda Hypolite,0,Central,7,Sauvignon Blanc,white,2.697,8.56,14,119.84,4.56,2011
4/17/2011,Virgilio Mcelligott,1,Central,8,Chardonnay,white,3.15,10.07,30,302.1,6.26,2011
4/17/2011,Aiko Hamsher,0,East,6,Sauvignon Blanc,white,2.697,8.99,17,152.83,5.7645,2011
4/17/2011,Aiko Hamsher,0,East,5,Sauvignon Blanc,white,2.697,8.99,8,71.92,5.166,2011
4/17/2011,Clement Arias,1,North,5,Merlot,red,2.229,8.38,36,301.68,5.34,2011
4/17/2011,Shameka Mertes,0,North,6,Cabernet Sauvignon,red,3.624,13.03,19,247.57,7.67,2011
4/17/2011,Shameka Mertes,0,North,7,Chardonnay,white,3.15,11.45,21,240.45,6.44,2011
4/17/2011,Bianca Suchan,0,West,5,Merlot,red,2.229,7.43,21,156.03,5.7324,2011
4/18/2011,Aiko Hamsher,0,East,8,Shiraz,red,6.051,20.17,16,322.72,10.8255,2011
4/18/2011,Shameka Mertes,0,North,6,Merlot,red,2.229,8.38,25,209.5,5.53,2011
4/19/2011,Karry Noell,0,East,7,Cabernet Sauvignon,red,3.624,12.08,15,181.2,6.4785,2011
4/19/2011,Clement Arias,1,North,6,Chardonnay,white,3.15,11.45,15,171.75,6.13,2011
4/19/2011,Lavera Mccallie,0,South,7,Pinot Gris,white,3.741,12.35,15,185.25,6.194,2011
4/19/2011,Tori Hastie,0,South,3,Chardonnay,white,3.15,10.38,10,103.8,5.187,2011
4/19/2011,Deloras Mcfetridge,0,West,5,Merlot,red,2.229,7.43,17,126.31,5.1714,2011
4/19/2011,Lesia Belt,0,West,5,Merlot,red,2.229,7.43,14,104.02,5.0388,2011
4/20/2011,Ben Gerry,1,East,7,Chardonnay,white,3.15,10.5,25,262.5,7.6965,2011
4/20/2011,Clement Arias,1,North,7,Chardonnay,white,3.15,11.45,12,137.4,6.31,2011
4/20/2011,Shameka Mertes,0,North,4,Sauvignon Blanc,white,2.697,9.94,36,357.84,7.42,2011
4/20/2011,Tori Hastie,0,South,6,Sauvignon Blanc,white,2.697,8.87,15,133.05,5.0635,2011
4/20/2011,Deloras Mcfetridge,0,West,5,Merlot,red,2.229,7.43,17,126.31,4.794,2011
4/21/2011,Virgilio Mcelligott,1,Central,6,Chardonnay,white,3.15,10.07,12,120.84,5.93,2011
4/21/2011,Karry Noell,0,East,9,Merlot,red,2.229,7.43,20,148.6,5.2815,2011
4/21/2011,Kym Velarde,0,East,7,Pinot Gris,white,3.741,12.47,7,87.29,5.838,2011
4/21/2011,Eura Begay,0,North,6,Merlot,red,2.229,8.38,22,184.36,4.52,2011
4/21/2011,Shameka Mertes,0,North,5,Shiraz,red,6.051,21.12,26,549.12,11.15,2011
4/21/2011,Bianca Suchan,0,West,7,Merlot,red,2.229,7.43,10,74.3,4.0086,2011
4/21/2011,Deloras Mcfetridge,0,West,6,Chardonnay,white,3.15,10.5,20,210,7.8336,2011
4/21/2011,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,22,163.46,5.304,2011
4/22/2011,Ben Gerry,1,East,7,Merlot,red,2.229,7.43,11,81.73,4.284,2011
4/22/2011,Clement Arias,1,North,6,Pinot Gris,white,3.741,13.42,26,348.92,6.97,2011
4/22/2011,Shameka Mertes,0,North,6,Sauvignon Blanc,white,2.697,9.94,18,178.92,5.26,2011
4/22/2011,Lavera Mccallie,0,South,6,Riesling,white,2.097,6.87,20,137.4,4.313,2011
4/22/2011,Deloras Mcfetridge,0,West,6,Cabernet Sauvignon,red,3.624,12.08,24,289.92,7.0584,2011
4/23/2011,Dannette Saltsman,0,Central,4,Sauvignon Blanc,white,2.697,8.56,20,171.2,5.4,2011
4/23/2011,Nilda Hypolite,0,Central,6,Sauvignon Blanc,white,2.697,8.56,25,214,5.59,2011
4/23/2011,Aiko Hamsher,0,East,6,Pinot Gris,white,3.741,12.47,8,99.76,6.216,2011
4/23/2011,Karry Noell,0,East,6,Shiraz,red,6.051,20.17,10,201.7,10.122,2011
4/23/2011,Eura Begay,0,North,6,Merlot,red,2.229,8.38,8,67.04,3.56,2011
4/23/2011,Eura Begay,0,North,6,Riesling,white,2.097,7.94,20,158.8,4.78,2011
4/23/2011,Yolando Galicia,0,North,6,Pinot Gris,white,3.741,13.42,24,322.08,7.71,2011
4/24/2011,Aiko Hamsher,0,East,6,Sauvignon Blanc,white,2.697,8.99,7,62.93,4.9245,2011
4/24/2011,Lavera Mccallie,0,South,6,Pinot Gris,white,3.741,12.35,8,98.8,6.2605,2011
4/25/2011,Virgilio Mcelligott,1,Central,6,Merlot,red,2.229,7,21,147,5.04,2011
4/25/2011,Aiko Hamsher,0,East,6,Merlot,red,2.229,7.43,14,104.02,4.578,2011
4/25/2011,Kym Velarde,0,East,5,Sauvignon Blanc,white,2.697,8.99,13,116.87,5.3865,2011
4/25/2011,Shameka Mertes,0,North,5,Chardonnay,white,3.15,11.45,28,320.6,7.93,2011
4/25/2011,Bianca Suchan,0,West,6,Chardonnay,white,3.15,10.5,20,210,5.7936,2011
4/25/2011,Deloras Mcfetridge,0,West,6,Chardonnay,white,3.15,10.5,12,126,6.426,2011
4/25/2011,Lesia Belt,0,West,5,Merlot,red,2.229,7.43,17,126.31,5.202,2011
4/26/2011,Dannette Saltsman,0,Central,6,Shiraz,red,6.051,19.74,15,296.1,10.49,2011
4/26/2011,Karry Noell,0,East,7,Pinot Gris,white,3.741,12.47,18,224.46,6.4995,2011
4/26/2011,Kym Velarde,0,East,6,Merlot,red,2.229,7.43,19,141.17,5.1345,2011
4/26/2011,Kym Velarde,0,East,7,Sauvignon Blanc,white,2.697,8.99,19,170.81,4.998,2011
4/27/2011,Nilda Hypolite,0,Central,7,Merlot,red,2.229,7,15,105,4.26,2011
4/27/2011,Aiko Hamsher,0,East,6,Merlot,red,2.229,7.43,11,81.73,4.5885,2011
4/27/2011,Aiko Hamsher,0,East,7,Pinot Gris,white,3.741,12.47,12,149.64,6.489,2011
4/27/2011,Tori Hastie,0,South,5,Merlot,red,2.229,7.31,10,73.1,3.4865,2011
4/28/2011,Kym Velarde,0,East,7,Pinot Gris,white,3.741,12.47,16,199.52,7.392,2011
4/28/2011,Clement Arias,1,North,5,Merlot,red,2.229,8.38,16,134.08,5.01,2011
4/28/2011,Eura Begay,0,North,5,Merlot,red,2.229,8.38,11,92.18,3.71,2011
4/28/2011,Yolando Galicia,0,North,6,Chardonnay,white,3.15,11.45,21,240.45,6.83,2011
4/28/2011,Yolando Galicia,0,North,6,Merlot,red,2.229,8.38,15,125.7,4.79,2011
4/28/2011,Mamie Fullington,0,South,7,Pinot Gris,white,3.741,12.35,26,321.1,7.1725,2011
4/29/2011,Kym Velarde,0,East,6,Chardonnay,white,3.15,10.5,17,178.5,4.809,2011
4/29/2011,Kym Velarde,0,East,8,Merlot,red,2.229,7.43,13,96.59,4.62,2011
4/29/2011,Eura Begay,0,North,6,Merlot,red,2.229,8.38,23,192.74,4.88,2011
4/29/2011,Shameka Mertes,0,North,6,Cabernet Sauvignon,red,3.624,13.03,26,338.78,7.96,2011
4/29/2011,Yolando Galicia,0,North,6,Merlot,red,2.229,8.38,23,192.74,5.04,2011
4/29/2011,Yolando Galicia,0,North,6,Pinot Gris,white,3.741,13.42,8,107.36,6.39,2011
4/29/2011,Jewel Copas,1,South,5,Riesling,white,2.097,6.87,19,130.53,4.218,2011
4/29/2011,Lavera Mccallie,0,South,5,Shiraz,red,6.051,20.05,15,300.75,10.3265,2011
4/29/2011,Mamie Fullington,0,South,7,Merlot,red,2.229,7.31,14,102.34,4.598,2011
4/29/2011,Bianca Suchan,0,West,5,Chardonnay,white,3.15,10.5,15,157.5,6.6096,2011
4/29/2011,Vicki Kilkenny,0,West,7,Merlot,red,2.229,7.43,14,104.02,4.9368,2011
4/30/2011,Virgilio Mcelligott,1,Central,6,Merlot,red,2.229,7,10,70,4.02,2011
4/30/2011,Ben Gerry,1,East,7,Riesling,white,2.097,6.99,14,97.86,4.662,2011
4/30/2011,Kym Velarde,0,East,7,Chardonnay,white,3.15,10.5,17,178.5,6.3735,2011
4/30/2011,Kym Velarde,0,East,5,Pinot Gris,white,3.741,12.47,20,249.4,7.077,2011
4/30/2011,Kym Velarde,0,East,5,Pinot Gris,white,3.741,12.47,11,137.17,6.657,2011
4/30/2011,Clement Arias,1,North,6,Chardonnay,white,3.15,11.45,8,91.6,5.1,2011
4/30/2011,Eura Begay,0,North,8,Merlot,red,2.229,8.38,17,142.46,4.54,2011
4/30/2011,Jewel Copas,1,South,6,Riesling,white,2.097,6.87,13,89.31,4.1515,2011
4/30/2011,Mamie Fullington,0,South,7,Pinot Gris,white,3.741,12.35,22,271.7,6.5075,2011
5/1/2011,Kym Velarde,0,East,7,Cabernet Sauvignon,red,3.624,12.08,33,398.64,8.778,2011
5/1/2011,Shameka Mertes,0,North,6,Chardonnay,white,3.15,11.45,16,183.2,5.86,2011
5/1/2011,Lavera Mccallie,0,South,8,Shiraz,red,6.051,20.05,15,300.75,11.1055,2011
5/2/2011,Nilda Hypolite,0,Central,6,Chardonnay,white,3.15,10.07,16,161.12,5.72,2011
5/2/2011,Eura Begay,0,North,7,Merlot,red,2.229,8.38,10,83.8,4.59,2011
5/2/2011,Shameka Mertes,0,North,7,Pinot Gris,white,3.741,13.42,12,161.04,5.57,2011
5/2/2011,Yolando Galicia,0,North,7,Merlot,red,2.229,8.38,11,92.18,4.38,2011
5/2/2011,Yolando Galicia,0,North,5,Merlot,red,2.229,8.38,12,100.56,4.48,2011
5/2/2011,Lavera Mccallie,0,South,5,Cabernet Sauvignon,red,3.624,11.96,9,107.64,5.5195,2011
5/3/2011,Karry Noell,0,East,6,Shiraz,red,6.051,20.17,13,262.21,10.6995,2011
5/3/2011,Lavera Mccallie,0,South,5,Pinot Gris,white,3.741,12.35,13,160.55,6.023,2011
5/3/2011,Lavera Mccallie,0,South,6,Riesling,white,2.097,6.87,23,158.01,5.4625,2011
5/3/2011,Lavera Mccallie,0,South,6,Sauvignon Blanc,white,2.697,8.87,21,186.27,5.2725,2011
5/3/2011,Bianca Suchan,0,West,5,Merlot,red,2.229,7.43,10,74.3,4.0086,2011
5/4/2011,Lolita Wass,0,Central,5,Chardonnay,white,3.15,10.07,23,231.61,6.03,2011
5/4/2011,Nilda Hypolite,0,Central,6,Chardonnay,white,3.15,10.07,7,70.49,4.96,2011
5/4/2011,Aiko Hamsher,0,East,5,Cabernet Sauvignon,red,3.624,12.08,19,229.52,7.4445,2011
5/4/2011,Karry Noell,0,East,6,Chardonnay,white,3.15,10.5,9,94.5,5.4705,2011
5/4/2011,Karry Noell,0,East,7,Merlot,red,2.229,7.43,7,52.01,4.0005,2011
5/4/2011,Karry Noell,0,East,6,Merlot,red,2.229,7.43,32,237.76,6.72,2011
5/4/2011,Karry Noell,0,East,6,Shiraz,red,6.051,20.17,15,302.55,10.689,2011
5/4/2011,Kym Velarde,0,East,7,Cabernet Sauvignon,red,3.624,12.08,8,96.64,6.3735,2011
5/4/2011,Lavera Mccallie,0,South,5,Merlot,red,2.229,7.31,10,73.1,3.9995,2011
5/4/2011,Lavera Mccallie,0,South,4,Pinot Gris,white,3.741,12.35,9,111.15,6.2415,2011
5/4/2011,Tori Hastie,0,South,7,Chardonnay,white,3.15,10.38,11,114.18,4.883,2011
5/4/2011,Deloras Mcfetridge,0,West,7,Chardonnay,white,3.15,10.5,10,105,5.661,2011
5/5/2011,Aiko Hamsher,0,East,6,Pinot Gris,white,3.741,12.47,18,224.46,7.413,2011
5/5/2011,Ben Gerry,1,East,5,Cabernet Sauvignon,red,3.624,12.08,21,253.68,8.0955,2011
5/5/2011,Karry Noell,0,East,6,Chardonnay,white,3.15,10.5,18,189,7.245,2011
5/5/2011,Deloras Mcfetridge,0,West,6,Merlot,red,2.229,7.43,23,170.89,5.1918,2011
5/6/2011,Dannette Saltsman,0,Central,7,Pinot Gris,white,3.741,12.04,8,96.32,6.09,2011
5/6/2011,Virgilio Mcelligott,1,Central,8,Cabernet Sauvignon,red,3.624,11.65,11,128.15,6,2011
5/6/2011,Virgilio Mcelligott,1,Central,6,Riesling,white,2.097,6.56,7,45.92,3.33,2011
5/6/2011,Ben Gerry,1,East,6,Merlot,red,2.229,7.43,16,118.88,4.515,2011
5/6/2011,Ben Gerry,1,East,6,Sauvignon Blanc,white,2.697,8.99,22,197.78,5.607,2011
5/6/2011,Karry Noell,0,East,7,Merlot,red,2.229,7.43,9,66.87,4.536,2011
5/6/2011,Clement Arias,1,North,7,Merlot,red,2.229,8.38,17,142.46,5.25,2011
5/6/2011,Shameka Mertes,0,North,5,Pinot Gris,white,3.741,13.42,14,187.88,7.05,2011
5/6/2011,Jewel Copas,1,South,7,Merlot,red,2.229,7.31,11,80.41,4.674,2011
5/6/2011,Bianca Suchan,0,West,6,Merlot,red,2.229,7.43,15,111.45,4.08,2011
5/7/2011,Karry Noell,0,East,6,Chardonnay,white,3.15,10.5,17,178.5,5.943,2011
5/7/2011,Eura Begay,0,North,7,Chardonnay,white,3.15,11.45,11,125.95,5,2011
5/7/2011,Tori Hastie,0,South,5,Chardonnay,white,3.15,10.38,11,114.18,5.928,2011
5/7/2011,Tori Hastie,0,South,5,Merlot,red,2.229,7.31,10,73.1,3.572,2011
5/7/2011,Bianca Suchan,0,West,6,Merlot,red,2.229,7.43,27,200.61,6.4362,2011
5/8/2011,Yolando Galicia,0,North,8,Merlot,red,2.229,8.38,18,150.84,5.41,2011
5/9/2011,Virgilio Mcelligott,1,Central,5,Merlot,red,2.229,7,8,56,3.84,2011
5/9/2011,Clement Arias,1,North,5,Merlot,red,2.229,8.38,17,142.46,4.46,2011
5/9/2011,Jewel Copas,1,South,7,Merlot,red,2.229,7.31,14,102.34,4.2655,2011
5/9/2011,Lesia Belt,0,West,6,Riesling,white,2.097,6.99,13,90.87,4.3044,2011
5/10/2011,Karry Noell,0,East,6,Chardonnay,white,3.15,10.5,17,178.5,6.4575,2011
5/10/2011,Kym Velarde,0,East,6,Pinot Gris,white,3.741,12.47,21,261.87,6.825,2011
5/10/2011,Clement Arias,1,North,6,Merlot,red,2.229,8.38,6,50.28,3.54,2011
5/10/2011,Lesia Belt,0,West,5,Merlot,red,2.229,7.43,14,104.02,4.2636,2011
5/11/2011,Aiko Hamsher,0,East,5,Cabernet Sauvignon,red,3.624,12.08,16,193.28,6.615,2011
5/11/2011,Aiko Hamsher,0,East,5,Pinot Gris,white,3.741,12.47,20,249.4,8.211,2011
5/11/2011,Aiko Hamsher,0,East,8,Sauvignon Blanc,white,2.697,8.99,23,206.77,6.3105,2011
5/11/2011,Shameka Mertes,0,North,6,Shiraz,red,6.051,21.12,8,168.96,10.57,2011
5/11/2011,Jewel Copas,1,South,4,Sauvignon Blanc,white,2.697,8.87,30,266.1,5.8805,2011
5/12/2011,Lolita Wass,0,Central,7,Sauvignon Blanc,white,2.697,8.56,6,51.36,4.17,2011
